p   edge 696  1331
e  267  303  361
e  268  269  294
e  268  270  47
e  269  274  47
e  269  283  558
e  270  278  182
e  270  274  294
e  271  279  361
e  271  277  314
e  272  292  304
e  272  279  897
e  273  283  911
e  273  292  1000
e  274  291  182
e  274  290  558
e  275  281  387
e  276  288  399
e  276  314  432
e  277  282  361
e  278  294  311
e  278  311  1000
e  278  291  294
e  279  300  304
e  279  282  314
e  280  281  432
e  281  287  800
e  281  286  501
e  282  348  304
e  282  436  470
e  282  303  852
e  283  290  47
e  283  296  1000
e  284  294  195
e  285  301  387
e  286  289  800
e  286  293  111
e  287  307  803
e  287  289  501
e  288  318  432
e  289  313  803
e  289  299  111
e  290  304  182
e  290  298  1000
e  291  306  1000
e  291  304  558
e  292  296  911
e  292  300  897
e  293  299  800
e  293  295  730
e  294  297  957
e  294  323  1000
e  295  308  800
e  295  301  805
e  296  298  47
e  296  309  897
e  297  330  387
e  297  352  1000
e  298  305  182
e  298  312  897
e  299  320  803
e  299  317  805
e  299  308  730
e  300  309  911
e  300  348  314
e  301  310  800
e  301  342  803
e  301  344  195
e  301  316  974
e  302  325  906
e  303  417  470
e  303  364  156
e  304  305  1000
e  305  306  558
e  305  315  897
e  306  311  294
e  306  329  897
e  307  314  992
e  307  313  501
e  308  310  805
e  309  312  47
e  309  349  182
e  309  365  314
e  310  317  730
e  310  326  803
e  311  323  311
e  311  334  897
e  312  315  182
e  313  321  992
e  313  320  111
e  314  318  399
e  314  321  501
e  315  329  558
e  315  351  311
e  315  379  314
e  315  349  47
e  316  330  195
e  317  324  803
e  318  322  181
e  318  327  501
e  319  367  432
e  320  324  805
e  321  327  399
e  321  331  805
e  322  328  981
e  322  333  501
e  323  352  957
e  323  368  387
e  323  339  897
e  324  332  992
e  324  326  730
e  325  363  155
e  325  394  632
e  325  371  470
e  326  336  992
e  326  354  195
e  326  342  800
e  327  333  181
e  327  335  805
e  328  367  519
e  328  376  805
e  328  338  501
e  329  334  294
e  330  344  974
e  330  353  803
e  330  359  1000
e  331  332  111
e  331  335  399
e  332  337  399
e  332  336  730
e  333  338  981
e  333  340  805
e  334  339  311
e  335  340  181
e  335  337  111
e  336  341  399
e  336  358  195
e  337  345  181
e  337  355  981
e  337  341  730
e  338  343  805
e  339  378  387
e  339  350  558
e  340  343  981
e  340  345  111
e  341  356  981
e  341  361  195
e  342  347  195
e  343  376  501
e  343  386  519
e  343  346  111
e  344  347  803
e  345  346  981
e  346  403  519
e  346  401  195
e  346  357  730
e  346  355  181
e  347  354  800
e  347  353  974
e  348  365  911
e  348  422  182
e  348  456  470
e  349  374  314
e  350  351  294
e  350  437  387
e  351  450  387
e  351  460  803
e  351  438  314
e  352  359  387
e  353  360  800
e  353  372  992
e  353  370  1000
e  354  358  992
e  354  360  974
e  355  356  730
e  356  357  181
e  356  362  195
e  357  369  195
e  358  361  399
e  358  366  974
e  359  370  803
e  359  389  897
e  359  368  957
e  360  366  992
e  361  362  981
e  361  375  974
e  362  369  181
e  362  397  1000
e  362  377  974
e  363  382  632
e  364  411  470
e  365  374  182
e  366  375  399
e  366  384  981
e  366  383  1000
e  366  372  800
e  367  373  226
e  367  385  805
e  368  378  897
e  369  401  730
e  369  415  519
e  369  399  1000
e  370  380  992
e  370  393  897
e  371  398  632
e  371  449  361
e  372  380  1000
e  373  381  666
e  373  391  805
e  374  379  47
e  374  463  470
e  374  422  911
e  375  377  981
e  376  385  519
e  377  388  1000
e  377  384  399
e  378  389  957
e  378  396  803
e  378  437  558
e  379  438  311
e  379  470  470
e  380  383  800
e  380  390  981
e  380  408  897
e  381  429  308
e  381  402  805
e  382  406  60
e  382  400  470
e  382  394  155
e  383  387  981
e  384  387  1000
e  385  391  226
e  385  386  501
e  386  392  226
e  386  403  111
e  387  388  399
e  387  390  800
e  388  397  974
e  388  404  181
e  388  425  897
e  388  395  800
e  389  393  803
e  390  395  399
e  390  413  897
e  391  402  666
e  391  392  501
e  392  405  666
e  392  414  111
e  393  408  992
e  393  396  957
e  394  398  470
e  395  416  897
e  396  424  981
e  396  442  558
e  397  399  181
e  398  400  155
e  398  420  361
e  399  430  519
e  399  444  897
e  399  404  974
e  400  407  60
e  401  410  519
e  402  433  308
e  402  405  501
e  403  414  226
e  403  410  195
e  404  431  897
e  405  440  308
e  405  427  195
e  406  407  470
e  407  409  906
e  407  412  361
e  408  413  981
e  409  411  361
e  410  418  226
e  410  415  730
e  411  417  156
e  411  412  906
e  412  421  156
e  412  419  155
e  413  416  399
e  413  423  957
e  414  418  195
e  415  426  226
e  415  430  1000
e  416  425  800
e  416  452  181
e  416  435  957
e  417  436  852
e  417  421  906
e  418  428  666
e  418  426  730
e  419  420  60
e  419  441  156
e  419  524  632
e  420  449  632
e  421  469  852
e  421  441  155
e  422  459  470
e  423  424  992
e  423  435  399
e  423  464  558
e  424  451  558
e  425  431  181
e  426  432  666
e  426  434  1000
e  427  428  111
e  427  443  308
e  428  448  308
e  428  445  1000
e  428  432  730
e  429  545  1000
e  429  433  805
e  430  434  226
e  430  446  897
e  431  444  974
e  431  447  519
e  431  471  957
e  431  452  800
e  432  439  1000
e  433  532  1000
e  433  467  195
e  433  440  501
e  434  439  666
e  434  454  897
e  435  465  181
e  435  473  558
e  436  456  304
e  436  483  182
e  436  469  906
e  437  442  803
e  437  450  294
e  438  475  803
e  438  474  470
e  439  445  730
e  439  458  308
e  439  457  897
e  440  443  195
e  441  500  852
e  441  565  182
e  441  578  981
e  441  605  888
e  441  577  632
e  442  451  981
e  442  455  294
e  443  467  501
e  443  462  1000
e  443  448  111
e  444  446  519
e  445  453  308
e  446  454  226
e  446  447  974
e  447  461  226
e  447  484  666
e  447  476  957
e  448  453  1000
e  449  524  60
e  449  499  888
e  450  455  803
e  451  464  992
e  451  468  294
e  452  465  957
e  453  462  111
e  453  506  897
e  453  458  730
e  454  457  666
e  454  461  974
e  455  468  981
e  455  460  387
e  456  459  182
e  457  472  308
e  457  466  974
e  458  472  897
e  459  463  911
e  459  495  906
e  459  483  304
e  460  478  981
e  460  475  314
e  461  466  666
e  462  485  501
e  462  519  897
e  463  470  47
e  463  509  906
e  464  473  399
e  464  477  294
e  465  471  800
e  465  480  519
e  465  496  558
e  466  481  308
e  466  488  957
e  466  484  226
e  467  485  1000
e  468  477  992
e  468  482  314
e  468  478  387
e  469  493  182
e  469  500  155
e  470  474  311
e  470  526  981
e  470  520  906
e  471  476  519
e  472  506  730
e  472  564  470
e  472  481  974
e  473  496  181
e  473  503  519
e  473  511  470
e  473  490  294
e  474  487  803
e  474  501  981
e  475  479  981
e  475  487  470
e  476  486  666
e  476  480  800
e  477  490  399
e  477  502  470
e  477  492  314
e  478  479  314
e  479  482  387
e  479  489  470
e  480  497  666
e  480  498  558
e  481  549  470
e  481  505  957
e  482  492  992
e  482  491  470
e  483  493  906
e  484  486  957
e  485  532  195
e  485  560  805
e  485  582  432
e  485  559  897
e  486  488  226
e  486  497  800
e  487  489  981
e  488  505  308
e  488  504  800
e  489  491  387
e  489  541  906
e  489  501  803
e  490  507  470
e  491  494  992
e  491  554  906
e  492  494  470
e  493  495  304
e  493  525  155
e  494  502  314
e  494  508  399
e  494  555  906
e  495  509  911
e  495  543  155
e  496  498  519
e  497  504  226
e  497  510  558
e  498  510  666
e  498  515  470
e  498  503  181
e  499  576  60
e  499  618  981
e  500  525  182
e  501  537  906
e  501  526  311
e  502  507  399
e  503  514  470
e  504  513  308
e  504  512  558
e  505  530  470
e  505  513  800
e  506  519  111
e  506  601  470
e  507  511  294
e  507  516  519
e  507  508  314
e  508  523  519
e  508  562  906
e  509  520  47
e  509  546  981
e  509  550  155
e  510  512  226
e  510  518  470
e  511  514  519
e  512  517  308
e  512  521  470
e  513  517  558
e  514  515  181
e  514  516  294
e  515  518  666
e  516  528  666
e  516  523  314
e  517  522  470
e  518  521  226
e  518  529  308
e  518  527  294
e  519  559  501
e  519  611  470
e  520  533  981
e  521  522  308
e  522  531  800
e  522  551  314
e  522  536  294
e  522  529  226
e  523  535  666
e  523  547  308
e  523  568  906
e  524  577  156
e  524  576  888
e  525  543  304
e  525  563  981
e  525  565  852
e  526  533  906
e  527  528  181
e  527  534  308
e  527  538  314
e  528  535  314
e  529  534  294
e  530  531  558
e  530  549  957
e  531  572  314
e  532  545  805
e  533  537  311
e  533  544  803
e  533  546  47
e  534  536  226
e  534  539  314
e  535  538  181
e  535  540  308
e  536  542  314
e  537  541  803
e  538  539  308
e  539  542  226
e  539  540  181
e  540  548  226
e  540  571  906
e  540  547  666
e  541  554  387
e  541  558  992
e  541  573  155
e  541  544  311
e  542  551  294
e  542  591  800
e  542  588  906
e  542  548  181
e  543  550  911
e  543  556  981
e  544  566  155
e  544  557  47
e  545  552  432
e  545  560  195
e  546  557  803
e  546  553  155
e  547  569  906
e  548  581  906
e  549  564  974
e  550  553  981
e  551  572  800
e  552  567  195
e  553  561  803
e  553  556  911
e  554  555  992
e  555  562  399
e  555  574  308
e  555  558  387
e  556  579  803
e  556  563  304
e  557  561  155
e  558  584  308
e  558  583  155
e  559  651  432
e  559  631  470
e  560  567  432
e  561  566  47
e  561  596  308
e  561  579  911
e  562  568  519
e  562  570  308
e  563  586  803
e  563  575  852
e  564  601  730
e  565  575  981
e  566  573  311
e  566  592  308
e  567  690  470
e  567  676  897
e  567  582  805
e  568  569  308
e  569  571  666
e  569  593  155
e  569  580  399
e  569  570  519
e  570  574  399
e  571  581  226
e  571  598  155
e  572  665  906
e  572  591  294
e  573  583  992
e  573  589  308
e  574  580  519
e  574  587  155
e  574  584  387
e  575  595  803
e  575  578  182
e  576  594  156
e  576  614  981
e  577  594  888
e  578  615  803
e  578  622  308
e  578  612  888
e  579  603  308
e  579  586  304
e  580  590  155
e  581  588  181
e  581  604  155
e  582  651  897
e  583  585  308
e  584  585  155
e  585  587  387
e  585  597  519
e  585  599  311
e  585  589  992
e  586  606  308
e  586  595  852
e  587  590  519
e  588  636  800
e  588  628  155
e  589  592  311
e  590  593  399
e  590  600  666
e  590  597  387
e  591  636  906
e  592  599  992
e  592  596  47
e  593  598  666
e  594  605  632
e  594  613  981
e  595  610  308
e  595  615  182
e  596  602  992
e  596  619  519
e  596  603  911
e  597  609  666
e  597  607  47
e  598  604  226
e  598  626  47
e  598  600  399
e  599  602  47
e  600  609  387
e  601  611  111
e  602  608  519
e  603  621  519
e  603  606  304
e  604  628  181
e  604  641  47
e  605  612  981
e  606  610  852
e  607  608  311
e  607  616  666
e  608  617  666
e  608  625  911
e  608  619  992
e  609  616  47
e  610  624  519
e  610  620  182
e  611  631  501
e  612  632  308
e  612  613  632
e  613  637  308
e  613  614  156
e  614  642  308
e  614  618  60
e  615  620  308
e  616  627  399
e  616  617  311
e  617  639  399
e  617  645  852
e  617  629  911
e  618  643  308
e  618  677  361
e  619  621  911
e  620  654  519
e  620  640  888
e  620  622  803
e  621  625  992
e  621  623  852
e  622  632  888
e  623  624  304
e  623  630  992
e  624  633  992
e  624  638  666
e  624  656  888
e  624  654  182
e  625  629  666
e  625  630  852
e  626  627  387
e  626  641  226
e  626  646  311
e  627  639  311
e  628  693  800
e  629  634  852
e  630  634  666
e  630  633  304
e  631  680  432
e  632  640  803
e  632  637  632
e  633  635  666
e  634  645  911
e  634  657  399
e  634  635  304
e  635  662  226
e  635  667  888
e  635  638  992
e  636  665  294
e  636  693  155
e  637  644  803
e  637  642  156
e  638  659  888
e  639  646  387
e  639  648  226
e  639  650  852
e  640  655  519
e  640  644  632
e  641  670  852
e  641  647  311
e  642  649  803
e  642  643  60
e  643  653  803
e  643  681  361
e  644  664  519
e  644  649  156
e  645  650  399
e  646  647  226
e  647  663  852
e  647  648  387
e  648  652  852
e  649  668  519
e  649  653  60
e  650  652  226
e  650  657  911
e  651  676  805
e  651  680  470
e  652  663  387
e  652  658  911
e  653  671  519
e  654  655  888
e  655  656  182
e  655  660  666
e  655  664  632
e  656  659  666
e  657  658  226
e  658  669  387
e  658  661  304
e  659  667  992
e  659  674  632
e  659  660  182
e  660  666  632
e  661  662  399
e  661  675  387
e  661  683  888
e  662  679  888
e  663  670  311
e  663  669  911
e  664  666  666
e  664  668  156
e  666  674  182
e  666  682  992
e  666  672  156
e  667  679  226
e  667  678  632
e  668  672  666
e  668  671  60
e  669  675  304
e  671  673  666
e  672  687  992
e  672  673  60
e  673  689  992
e  674  678  992
e  675  691  888
e  676  686  470
e  677  681  308
e  678  685  226
e  678  682  182
e  679  683  399
e  679  685  632
e  680  686  805
e  681  684  981
e  682  688  226
e  682  687  156
e  683  691  387
e  683  692  632
e  685  692  399
e  685  688  182
e  686  690  897
e  687  694  226
e  687  689  60
e  688  694  156
e  689  695  226
e  694  695  60
