p   edge 701  1343
e  149  158  282
e  150  170  576
e  150  173  267
e  150  164  826
e  151  162  897
e  151  194  633
e  151  190  282
e  152  167  633
e  152  162  30
e  153  157  68
e  153  160  760
e  153  165  586
e  154  165  30
e  154  186  760
e  154  178  35
e  155  166  728
e  155  167  863
e  156  168  702
e  156  267  760
e  157  158  760
e  158  172  359
e  158  175  586
e  158  160  68
e  159  212  566
e  159  192  367
e  160  171  586
e  161  172  282
e  162  177  633
e  163  176  367
e  164  169  267
e  165  171  760
e  166  176  52
e  166  184  863
e  167  184  728
e  167  177  30
e  168  208  760
e  169  173  826
e  169  174  762
e  170  182  267
e  171  175  68
e  171  198  359
e  171  197  35
e  171  186  30
e  172  179  18
e  172  203  694
e  172  183  586
e  173  182  576
e  173  181  762
e  174  181  826
e  174  180  270
e  175  183  359
e  176  187  5
e  176  195  570
e  176  191  863
e  177  220  52
e  177  209  282
e  177  194  897
e  178  193  760
e  179  190  694
e  180  199  826
e  180  204  576
e  180  212  588
e  181  185  576
e  181  199  270
e  182  188  285
e  182  185  762
e  183  210  694
e  183  217  633
e  183  198  68
e  184  191  52
e  185  200  285
e  185  201  270
e  186  193  35
e  187  192  570
e  188  213  600
e  188  200  762
e  189  196  404
e  190  205  633
e  190  203  18
e  191  207  570
e  191  219  30
e  192  226  566
e  192  221  863
e  192  195  5
e  193  197  30
e  193  202  379
e  194  205  282
e  195  207  863
e  196  333  267
e  196  225  775
e  197  231  359
e  197  215  657
e  198  241  633
e  198  231  35
e  199  201  576
e  200  223  600
e  200  222  270
e  201  222  285
e  201  237  600
e  201  204  826
e  202  208  657
e  203  211  633
e  203  210  586
e  204  259  600
e  204  247  367
e  204  243  588
e  205  209  897
e  205  218  586
e  205  211  18
e  206  213  267
e  207  221  5
e  207  244  566
e  207  230  30
e  208  216  30
e  208  282  633
e  208  267  702
e  209  236  52
e  209  228  586
e  210  214  633
e  211  214  586
e  212  243  576
e  212  226  367
e  213  224  825
e  213  223  762
e  214  218  18
e  214  232  897
e  214  276  570
e  214  217  694
e  215  216  379
e  215  240  359
e  216  256  359
e  216  277  633
e  217  292  570
e  217  241  68
e  218  228  897
e  219  220  728
e  219  230  570
e  220  235  570
e  220  236  282
e  221  233  566
e  222  229  600
e  223  227  825
e  223  229  270
e  224  234  326
e  224  227  762
e  225  325  267
e  226  245  576
e  226  233  863
e  227  239  326
e  227  238  270
e  228  248  52
e  228  258  570
e  228  232  18
e  229  238  825
e  229  270  367
e  229  237  285
e  230  254  566
e  230  246  282
e  230  235  728
e  231  252  633
e  231  240  657
e  232  263  570
e  233  255  576
e  233  244  5
e  234  251  304
e  234  239  762
e  235  242  282
e  236  242  570
e  236  248  586
e  237  261  367
e  237  259  826
e  238  249  326
e  239  253  304
e  239  249  270
e  240  257  633
e  240  256  379
e  241  296  570
e  241  252  35
e  242  246  728
e  242  250  586
e  243  245  367
e  244  254  30
e  245  247  588
e  245  265  600
e  245  255  863
e  246  268  566
e  246  262  586
e  247  260  600
e  248  250  570
e  249  266  304
e  249  278  367
e  250  262  728
e  250  281  566
e  250  264  18
e  250  258  52
e  251  302  996
e  251  253  762
e  252  297  570
e  252  257  657
e  253  307  996
e  253  266  270
e  254  286  576
e  254  268  282
e  255  269  600
e  255  285  30
e  256  271  633
e  257  300  570
e  257  271  379
e  258  263  18
e  259  260  367
e  260  261  826
e  260  265  588
e  261  270  285
e  261  275  863
e  261  273  588
e  262  272  566
e  263  264  52
e  263  276  897
e  264  283  566
e  264  284  897
e  265  273  826
e  265  269  863
e  266  313  996
e  266  288  367
e  267  314  633
e  267  291  668
e  268  294  576
e  268  272  586
e  269  274  826
e  269  295  30
e  270  279  326
e  270  280  863
e  271  330  570
e  271  304  30
e  271  277  359
e  272  303  576
e  272  293  18
e  272  281  728
e  273  274  863
e  274  275  588
e  274  289  285
e  274  318  326
e  274  331  30
e  275  280  285
e  276  284  52
e  276  311  35
e  276  292  694
e  277  282  30
e  278  279  825
e  278  288  304
e  278  290  863
e  279  287  863
e  280  287  326
e  280  289  588
e  281  283  18
e  282  304  359
e  282  365  570
e  282  314  702
e  283  293  728
e  283  371  600
e  283  368  657
e  283  308  897
e  284  308  566
e  284  317  35
e  285  286  5
e  285  295  600
e  286  301  600
e  286  294  282
e  287  290  825
e  287  299  588
e  288  332  996
e  288  298  863
e  289  299  326
e  290  298  304
e  290  312  588
e  291  337  633
e  292  305  35
e  292  296  68
e  293  339  576
e  294  306  600
e  294  303  586
e  295  331  826
e  295  309  282
e  295  301  5
e  296  297  35
e  297  305  68
e  297  300  657
e  298  344  996
e  298  320  588
e  299  312  825
e  299  343  304
e  299  342  30
e  299  318  285
e  300  316  694
e  300  326  566
e  300  330  379
e  301  306  282
e  302  325  404
e  302  307  762
e  303  310  600
e  303  339  18
e  304  359  570
e  305  311  694
e  306  309  5
e  306  310  586
e  307  328  404
e  307  313  270
e  308  319  35
e  309  338  826
e  309  329  586
e  310  329  5
e  310  362  326
e  310  345  18
e  311  317  52
e  311  315  657
e  312  320  304
e  313  335  404
e  313  332  367
e  314  382  570
e  314  337  668
e  315  316  68
e  315  321  52
e  316  324  566
e  317  319  566
e  317  321  657
e  318  336  30
e  319  322  657
e  320  391  996
e  320  374  282
e  320  355  30
e  320  343  825
e  321  322  566
e  322  369  897
e  322  390  600
e  322  323  68
e  323  324  52
e  323  395  600
e  323  327  694
e  324  326  694
e  325  333  775
e  325  328  762
e  326  327  52
e  326  350  379
e  327  409  600
e  327  367  379
e  328  334  775
e  328  335  270
e  329  347  826
e  329  351  326
e  330  350  566
e  330  359  30
e  331  336  326
e  331  338  282
e  332  346  404
e  332  344  863
e  333  334  762
e  334  377  443
e  334  375  367
e  334  341  270
e  335  341  775
e  335  346  367
e  336  342  285
e  336  340  282
e  337  399  570
e  337  404  566
e  337  364  760
e  338  340  326
e  338  347  586
e  339  345  600
e  340  348  285
e  340  349  586
e  341  352  367
e  342  353  304
e  342  348  282
e  343  353  30
e  344  357  404
e  344  391  588
e  345  397  326
e  345  412  657
e  345  370  728
e  346  352  775
e  346  357  863
e  347  349  326
e  348  354  304
e  348  356  586
e  349  356  285
e  349  373  304
e  349  372  5
e  349  351  826
e  350  367  52
e  350  366  30
e  351  362  5
e  352  375  270
e  352  379  443
e  352  361  863
e  353  355  825
e  353  354  282
e  354  358  825
e  354  360  586
e  355  358  282
e  356  360  304
e  357  361  775
e  357  406  282
e  358  374  30
e  358  401  996
e  358  363  586
e  359  366  566
e  359  365  359
e  360  363  825
e  360  388  5
e  360  373  285
e  361  392  443
e  361  414  282
e  362  372  826
e  362  394  304
e  362  397  18
e  363  402  996
e  363  405  5
e  364  429  566
e  365  381  566
e  365  382  702
e  366  433  52
e  366  450  600
e  366  426  702
e  366  381  359
e  367  421  600
e  367  433  30
e  368  369  35
e  368  383  600
e  369  384  600
e  370  371  576
e  370  385  657
e  371  383  657
e  372  380  304
e  373  380  5
e  374  398  996
e  375  378  443
e  376  377  267
e  376  389  367
e  377  378  367
e  378  389  267
e  378  413  863
e  378  379  270
e  379  392  863
e  380  388  285
e  380  423  18
e  380  394  826
e  381  387  702
e  382  387  566
e  382  399  668
e  383  385  576
e  383  384  35
e  384  386  576
e  384  390  897
e  385  412  728
e  385  386  35
e  386  415  728
e  386  446  326
e  386  427  68
e  386  396  897
e  387  426  359
e  387  458  600
e  387  400  668
e  388  405  825
e  388  430  18
e  389  393  762
e  389  425  863
e  390  396  576
e  390  395  68
e  391  398  282
e  392  413  270
e  392  466  267
e  392  438  282
e  393  428  863
e  394  411  18
e  395  403  576
e  395  409  694
e  396  403  68
e  397  411  304
e  397  434  657
e  398  407  404
e  398  401  30
e  399  400  566
e  400  460  600
e  400  435  760
e  400  404  570
e  401  408  404
e  401  402  586
e  402  410  404
e  402  437  5
e  403  427  897
e  403  454  326
e  403  463  379
e  403  422  694
e  404  429  760
e  405  437  996
e  405  432  18
e  406  407  588
e  406  414  775
e  407  417  775
e  407  416  586
e  407  408  30
e  408  410  586
e  409  422  576
e  409  421  379
e  410  416  30
e  410  419  775
e  410  442  5
e  411  423  826
e  411  441  657
e  412  434  326
e  412  415  35
e  413  425  267
e  414  438  443
e  414  420  586
e  414  417  588
e  415  436  326
e  416  418  775
e  417  418  586
e  418  420  588
e  418  419  30
e  419  424  588
e  419  459  443
e  419  478  18
e  419  453  5
e  420  439  443
e  420  424  30
e  421  431  576
e  421  440  30
e  422  431  379
e  423  430  285
e  423  465  825
e  423  468  657
e  424  445  443
e  425  428  762
e  425  466  270
e  426  452  600
e  427  448  326
e  428  614  367
e  428  548  586
e  429  435  570
e  429  447  633
e  430  432  825
e  431  463  694
e  431  473  326
e  431  457  30
e  432  444  996
e  432  474  657
e  432  465  285
e  433  440  600
e  434  441  304
e  434  436  35
e  435  497  600
e  435  512  633
e  436  443  304
e  436  451  68
e  436  446  728
e  437  442  404
e  437  444  18
e  438  535  267
e  438  439  586
e  439  537  267
e  439  445  30
e  440  457  576
e  440  455  702
e  440  450  52
e  441  468  826
e  441  443  35
e  442  453  775
e  442  449  18
e  443  475  826
e  443  496  404
e  443  461  68
e  444  449  404
e  444  480  657
e  445  579  267
e  445  587  18
e  445  459  588
e  446  448  68
e  447  512  570
e  447  569  600
e  447  666  404
e  448  451  728
e  448  464  304
e  448  454  897
e  449  456  775
e  449  481  657
e  450  452  702
e  451  461  304
e  452  455  52
e  452  462  668
e  452  458  359
e  453  456  18
e  454  467  304
e  454  469  379
e  455  472  576
e  455  470  668
e  456  478  5
e  456  506  443
e  456  489  657
e  457  505  326
e  457  472  702
e  458  460  668
e  459  500  18
e  460  462  359
e  460  476  52
e  460  492  576
e  460  497  760
e  461  498  404
e  461  493  897
e  461  464  728
e  462  470  52
e  463  469  326
e  464  467  897
e  465  471  657
e  466  535  282
e  467  493  728
e  467  509  404
e  467  483  379
e  468  471  825
e  468  475  35
e  469  483  304
e  469  473  694
e  470  482  576
e  470  476  359
e  471  474  285
e  471  477  35
e  472  516  326
e  472  482  668
e  473  486  304
e  473  505  30
e  474  480  996
e  474  479  35
e  475  477  825
e  476  487  576
e  477  479  285
e  477  488  996
e  478  500  443
e  479  484  996
e  480  481  404
e  480  484  35
e  481  489  775
e  481  485  35
e  482  524  326
e  482  487  359
e  483  513  404
e  483  486  694
e  484  485  404
e  484  488  285
e  485  491  775
e  485  503  68
e  485  490  285
e  486  520  404
e  486  517  30
e  487  541  326
e  487  492  52
e  488  490  404
e  489  529  443
e  489  491  35
e  490  502  68
e  490  494  826
e  491  536  443
e  491  504  68
e  492  564  326
e  492  538  760
e  493  507  404
e  494  495  825
e  494  501  68
e  495  496  996
e  495  499  68
e  496  498  68
e  497  538  576
e  497  554  633
e  498  499  996
e  498  507  897
e  499  501  825
e  499  518  775
e  499  510  897
e  500  587  588
e  500  571  657
e  500  506  5
e  501  502  826
e  501  511  775
e  502  503  285
e  502  508  775
e  503  504  775
e  504  557  443
e  504  547  379
e  504  533  897
e  504  508  285
e  505  517  304
e  505  516  702
e  506  529  657
e  507  510  996
e  507  509  728
e  508  531  897
e  508  511  826
e  509  514  996
e  509  513  379
e  510  519  775
e  510  521  379
e  510  514  728
e  511  522  897
e  511  518  825
e  512  554  600
e  513  515  996
e  513  520  694
e  514  515  379
e  515  521  728
e  515  525  775
e  515  527  694
e  516  526  304
e  516  524  668
e  517  543  404
e  517  526  702
e  518  519  897
e  519  522  825
e  519  523  379
e  520  527  996
e  520  543  30
e  521  523  775
e  522  531  826
e  522  528  379
e  523  528  825
e  523  525  728
e  524  532  304
e  524  541  359
e  525  530  825
e  525  534  694
e  526  551  404
e  526  532  668
e  527  534  775
e  527  552  30
e  528  539  826
e  528  530  728
e  529  571  5
e  529  536  35
e  530  546  285
e  530  544  694
e  531  533  285
e  531  539  379
e  532  553  404
e  532  542  359
e  533  540  379
e  534  544  825
e  534  555  30
e  535  537  586
e  536  586  5
e  536  557  68
e  537  550  762
e  537  579  30
e  538  566  326
e  538  606  404
e  538  603  633
e  539  540  285
e  540  547  897
e  540  568  443
e  540  545  728
e  541  542  304
e  541  564  52
e  542  563  404
e  542  576  760
e  542  570  52
e  543  552  996
e  543  551  702
e  544  558  285
e  544  573  30
e  545  546  826
e  545  559  694
e  546  558  694
e  547  565  443
e  548  549  282
e  548  669  367
e  549  550  270
e  549  685  367
e  549  599  30
e  550  593  30
e  551  556  996
e  551  553  668
e  552  555  775
e  552  556  702
e  553  561  996
e  553  563  359
e  554  603  576
e  554  621  404
e  554  569  570
e  555  573  825
e  555  560  702
e  556  560  775
e  556  561  668
e  557  633  5
e  557  565  379
e  558  559  826
e  558  581  30
e  559  578  443
e  559  584  30
e  560  575  825
e  560  562  668
e  561  562  775
e  561  567  359
e  562  580  825
e  562  572  359
e  563  567  996
e  563  582  760
e  564  570  304
e  564  566  760
e  565  651  5
e  565  659  702
e  565  568  897
e  566  574  304
e  566  605  404
e  567  572  775
e  568  650  702
e  568  577  694
e  569  629  404
e  570  574  760
e  571  613  588
e  571  586  35
e  572  601  825
e  572  610  443
e  572  589  760
e  573  581  285
e  573  575  702
e  574  576  52
e  574  583  404
e  575  585  285
e  575  580  668
e  576  582  404
e  577  578  728
e  577  620  702
e  578  612  702
e  578  592  30
e  579  593  762
e  579  634  18
e  580  591  285
e  580  602  443
e  580  601  359
e  581  584  826
e  581  585  702
e  582  590  775
e  582  583  52
e  583  596  775
e  583  616  633
e  583  609  326
e  583  605  304
e  584  592  443
e  584  588  702
e  585  588  826
e  585  591  668
e  586  623  588
e  586  633  68
e  587  634  267
e  587  613  657
e  588  594  443
e  588  595  668
e  589  590  996
e  589  617  443
e  589  598  52
e  590  596  52
e  591  595  826
e  591  600  443
e  592  594  702
e  593  599  270
e  593  645  18
e  594  612  30
e  594  622  728
e  594  597  668
e  595  597  443
e  596  598  996
e  596  619  633
e  597  626  728
e  597  611  359
e  597  600  826
e  598  628  443
e  598  624  633
e  599  668  657
e  599  654  18
e  600  607  359
e  600  602  285
e  601  604  443
e  602  604  359
e  603  608  404
e  604  607  285
e  604  618  760
e  604  610  825
e  605  606  326
e  606  609  304
e  606  608  633
e  607  611  826
e  607  630  760
e  608  615  304
e  608  627  775
e  608  621  576
e  609  615  633
e  610  617  760
e  611  681  728
e  611  632  760
e  612  620  728
e  613  643  267
e  613  623  35
e  614  669  586
e  615  616  326
e  615  625  775
e  616  619  775
e  617  618  825
e  617  628  52
e  618  630  285
e  618  641  52
e  619  624  996
e  619  625  326
e  620  650  694
e  620  638  668
e  620  622  30
e  621  631  775
e  621  629  570
e  622  626  668
e  623  652  267
e  623  657  68
e  624  647  443
e  624  646  570
e  624  637  326
e  625  637  996
e  625  636  576
e  625  627  304
e  626  638  30
e  626  661  694
e  626  681  359
e  627  631  576
e  628  641  825
e  628  647  633
e  629  635  775
e  629  676  566
e  629  666  600
e  630  632  826
e  630  660  52
e  631  636  304
e  631  635  570
e  632  672  52
e  633  657  588
e  633  651  379
e  634  645  762
e  634  643  657
e  635  639  304
e  635  648  996
e  635  678  566
e  636  640  996
e  636  639  570
e  637  644  570
e  637  640  576
e  638  655  694
e  639  642  996
e  640  642  570
e  641  660  285
e  641  667  633
e  642  644  576
e  642  649  326
e  642  691  443
e  642  648  304
e  643  653  762
e  643  652  35
e  644  646  326
e  645  654  270
e  645  653  657
e  646  665  443
e  646  649  576
e  647  667  825
e  647  665  570
e  648  697  566
e  649  675  443
e  650  659  897
e  650  655  668
e  651  663  588
e  651  680  702
e  652  658  762
e  652  671  68
e  653  656  270
e  653  658  35
e  654  656  657
e  655  662  897
e  655  661  30
e  656  668  18
e  656  664  35
e  657  671  267
e  657  663  379
e  658  664  270
e  658  677  68
e  659  680  5
e  659  662  668
e  660  672  826
e  660  686  633
e  661  673  897
e  662  682  5
e  662  673  30
e  663  674  267
e  663  687  702
e  664  689  68
e  665  675  576
e  666  670  566
e  667  686  285
e  669  684  863
e  669  685  282
e  670  676  600
e  670  679  775
e  671  677  762
e  671  674  379
e  672  695  633
e  673  692  5
e  674  683  762
e  674  693  702
e  675  691  326
e  676  678  775
e  677  689  270
e  677  683  379
e  678  697  996
e  678  679  600
e  680  687  588
e  680  682  668
e  682  688  588
e  682  692  30
e  683  690  270
e  683  699  702
e  686  695  826
e  687  693  267
e  687  688  668
e  688  694  267
e  688  696  30
e  689  690  379
e  692  696  588
e  693  699  762
e  693  694  668
e  694  700  762
e  694  698  30
e  696  698  267
e  699  700  668
